D,H,Tsnow,Tmin,Tmax,Lat,Dec,e2
108,900,-7.99,-10.55,-8.68,37.90833,,
108,1000,-5.098,-9.15,-6.132,37.90833,,
108,1100,-4.76,-8.96,-4.803,37.90833,,
108,1200,-2.997,-7.49,-3.199,37.90833,,
108,1300,-3.442,-6.83,-1.859,37.90833,,
108,1400,-4.756,-7.43,-5.486,37.90833,,
108,1500,-5.318,-7.03,-4.943,37.90833,,
108,1600,-5.791,-5.816,-1.585,37.90833,,
108,1700,-9.94,-5.615,-3.6,37.90833,,
108,1800,-13.73,-9.03,-3.734,37.90833,,
108,1900,-16.48,-10.5,-8.76,37.90833,,
108,2000,-17.43,-11.09,-9.21,37.90833,,
108,2100,-17.3,-10.95,-8.6,37.90833,,
108,2200,-18.42,-11.35,-9.2,37.90833,,
108,2300,-18.74,-11.89,-9.07,37.90833,,
108,2400,-20.48,-12.29,-10.68,37.90833,,
109,100,-20.33,-11.62,-8.39,37.90833,10.917,1.01528
109,200,-19.6,-10.54,-8.73,37.90833,10.917,1.01528
109,300,-18.64,-9.27,-7.65,37.90833,10.917,1.01528
109,400,-19.49,-8.94,-7.72,37.90833,10.917,1.01528
109,500,-21.43,-11.56,-8.2,37.90833,10.917,1.01528
109,600,-21.76,-11.82,-10.75,37.90833,10.917,1.01528
109,700,-20.28,-11.55,-2.139,37.90833,10.917,1.01528
109,800,-13.72,-2.207,0.883,37.90833,10.917,1.01528
109,900,-7.77,-0.557,1.432,37.90833,10.917,1.01528
109,1000,-3.547,0.953,5.108,37.90833,10.917,1.01528
109,1100,-2.483,2.343,4.569,37.90833,10.917,1.01528
109,1200,-2.136,2.141,5.16,37.90833,10.917,1.01528
109,1300,-2.137,3.208,6.563,37.90833,10.917,1.01528
109,1400,-2.004,3.679,6.364,37.90833,10.917,1.01528
109,1500,-1.838,4.348,7.3,37.90833,10.917,1.01528
109,1600,-2.161,4.683,6.494,37.90833,10.917,1.01528
109,1700,-2.9,3.951,5.488,37.90833,10.917,1.01528
109,1800,-5.275,-0.269,4.355,37.90833,10.917,1.01528
109,1900,-7.78,-2.803,-0.201,37.90833,10.917,1.01528
109,2000,-9.51,-2.864,-2.386,37.90833,10.917,1.01528
109,2100,-9.42,-2.92,-0.968,37.90833,10.917,1.01528
109,2200,-10.2,-2.445,-1.438,37.90833,10.917,1.01528
109,2300,-10.86,-2.378,-1.169,37.90833,10.917,1.01528
109,2400,-11.27,-3.319,-1.169,37.90833,10.917,1.01528
110,100,-12.62,-3.52,-1.774,37.90833,,
110,200,-13.98,-3.046,-0.894,37.90833,,
110,300,-13.83,-2.645,-0.087,37.90833,,
110,400,-14.69,-3.386,-1.034,37.90833,,
110,500,-15.08,-3.448,-1.234,37.90833,,
110,600,-15.5,-4.388,-2.17,37.90833,,
110,700,-12.08,-3.111,4.21,37.90833,,
110,800,-6.479,2.862,5.587,37.90833,,
110,900,-2.206,4.845,7.38,37.90833,,
110,1000,-1.289,6.356,8.24,37.90833,,
110,1100,-1.283,5.95,8.03,37.90833,,
110,1200,-1.053,6.012,8.03,37.90833,,
110,1300,-1.119,6.215,8.43,37.90833,,
110,1400,-1.16,6.151,8.23,37.90833,,
110,1500,-1.054,7.22,9.1,37.90833,,
110,1600,-1.286,7.43,9.04,37.90833,,
110,1700,-1.975,6.42,8.03,37.90833,,
110,1800,-3.752,4.553,6.822,37.90833,,
110,1900,-4.918,3.957,4.957,37.90833,,
110,2000,-5.891,2.96,4.362,37.90833,,
110,2100,-7.03,2.295,3.564,37.90833,,
110,2200,-8.31,1.294,2.631,37.90833,,
110,2300,-9.08,0.356,1.832,37.90833,,
110,2400,-9.35,0.023,0.826,37.90833,,
111,100,-9.46,-0.51,0.161,37.90833,,
111,200,-10.98,-1.854,-0.309,37.90833,,
111,300,-11.15,-1.713,-0.909,37.90833,,
111,400,-12.06,-2.717,-1.511,37.90833,,
111,500,-13.41,-3.789,-2.178,37.90833,,
111,600,-14.12,-4.46,-3.519,37.90833,,
111,700,-10.72,-3.85,-0.491,37.90833,,
111,800,-6.029,-1.1,0.833,37.90833,,
111,900,-2.375,0.023,2.359,37.90833,,
111,1000,-0.988,1.482,3.028,37.90833,,
111,1100,-0.788,1.475,3.617,37.90833,,
111,1200,-0.567,2.409,4.758,37.90833,,
111,1300,-0.739,3.145,5.425,37.90833,,
111,1400,-0.901,3.08,5.563,37.90833,,
111,1500,-0.906,4.082,5.96,37.90833,,
111,1600,-1.754,3.214,4.35,37.90833,,
111,1700,-2.213,3.281,4.221,37.90833,,
111,1800,-4.363,1.346,3.62,37.90833,,
111,1900,-5.949,0.483,1.75,37.90833,,
111,2000,-6.931,-0.383,0.686,37.90833,,
111,2100,-8.36,-1.787,0.087,37.90833,,
111,2200,-9.5,-1.915,-0.843,37.90833,,
111,2300,-11,-3.056,-1.511,37.90833,,
111,2400,-10.12,-2.446,-1.236,37.90833,,
112,100,-10.45,-2.58,-1.505,37.90833,,
112,200,-11.07,-3.386,-2.244,37.90833,,
112,300,-12.84,-6.203,-3.252,37.90833,,
112,400,-13.98,-7.21,-5.598,37.90833,,
112,500,-14.39,-7.67,-6.395,37.90833,,
112,600,-14.5,-7.66,-6.591,37.90833,,
112,700,-10.95,-7.4,-1.353,37.90833,,
112,800,-6.478,-1.893,0.105,37.90833,,
112,900,-3.894,-1.45,0.219,37.90833,,
112,1000,-1.85,-1.059,1.149,37.90833,,
112,1100,-1.063,0.539,3.358,37.90833,,
112,1200,-0.734,1.678,4.49,37.90833,,
112,1300,-0.948,2.275,5.563,37.90833,,
112,1400,-1.107,2.61,5.093,37.90833,,
112,1500,-1.542,2.812,4.69,37.90833,,
112,1600,-1.941,2.543,4.422,37.90833,,
112,1700,-2.958,2.416,3.822,37.90833,,
112,1800,-5.394,0.677,3.02,37.90833,,
112,1900,-7.14,-0.185,1.013,37.90833,,
112,2000,-8.32,-1.725,0.355,37.90833,,
112,2100,-8.95,-1.719,-0.242,37.90833,,
112,2200,-10.37,-3.056,-0.773,37.90833,,
112,2300,-11.08,-3.588,-0.969,37.90833,,
112,2400,-11.01,-3.789,-1.035,37.90833,,
113,100,-12.14,-4.259,-2.173,37.90833,,
113,200,-12.86,-4.858,-2.641,37.90833,,
113,300,-13.08,-4.72,-2.434,37.90833,,
113,400,-13.51,-4.787,-2.031,37.90833,,
113,500,-13.95,-6.331,-3.04,37.90833,,
113,600,-13.97,-6.464,-5.121,37.90833,,
113,700,-11.18,-6.393,1.935,37.90833,,
113,800,-5.506,-0.22,3.852,37.90833,,
113,900,-1.816,2.099,5.104,37.90833,,
113,1000,-0.886,4.294,6.901,37.90833,,
113,1100,-0.753,5.289,6.827,37.90833,,
113,1200,-0.764,5.279,6.755,37.90833,,
113,1300,-0.682,5.816,8.3,37.90833,,
113,1400,-0.729,7.09,8.7,37.90833,,
113,1500,-0.73,7.43,8.9,37.90833,,
113,1600,-0.837,7.63,10.78,37.90833,,
113,1700,-1.3,7.63,9.04,37.90833,,
113,1800,-3.083,3.339,8.1,37.90833,,
113,1900,-4.818,1.411,3.749,37.90833,,
113,2000,-6.369,0.018,1.688,37.90833,,
113,2100,-7.1,-1.317,0.556,37.90833,,
113,2200,-7.93,-2.25,-1.047,37.90833,,
113,2300,-8.6,-2.586,-1.108,37.90833,,
113,2400,-8.89,-2.312,-1.102,37.90833,,
114,100,-8.91,-2.378,-0.564,37.90833,,
114,200,-7.44,-2.042,-0.363,37.90833,,
114,300,-9.41,-3.05,-1.975,37.90833,,
114,400,-10.34,-3.117,-1.837,37.90833,,
114,500,-10.83,-3.112,-1.028,37.90833,,
114,600,-10.26,-2.17,0.382,37.90833,,
114,700,-7.33,-0.899,4.133,37.90833,,
114,800,-3.122,3.792,6.792,37.90833,,
114,900,-1.145,5.105,6.503,37.90833,,
114,1000,-0.838,5.617,7.1,37.90833,,
114,1100,-0.66,6.285,7.76,37.90833,,
114,1200,-0.616,6.351,8.23,37.90833,,
114,1300,-0.733,5.815,7.96,37.90833,,
114,1400,-0.683,5.883,8.63,37.90833,,
114,1500,-0.736,6.017,8.1,37.90833,,
114,1600,-0.957,5.346,8.97,37.90833,,
114,1700,-1.877,4.216,6.554,37.90833,,
114,1800,-1.815,3.886,4.622,37.90833,,
114,1900,-1.98,2.688,4.024,37.90833,,
114,2000,-2.279,2.221,3.228,37.90833,,
114,2100,-2.05,1.754,2.759,37.90833,,
114,2200,-2.783,1.625,2.162,37.90833,,
114,2300,-4.513,1.088,1.96,37.90833,,
114,2400,-5.859,0.087,1.359,37.90833,,
115,100,-6.708,-0.848,0.289,37.90833,,
115,200,-7.6,-1.182,-0.511,37.90833,,
115,300,-8.93,-3.527,-0.913,37.90833,,
115,400,-9.61,-4.058,-2.719,37.90833,,
115,500,-10.22,-4.791,-3.382,37.90833,,
115,600,-10.66,-5.06,-3.846,37.90833,,
115,700,-8.17,-3.98,0.383,37.90833,,
115,800,-4.071,0.246,1.789,37.90833,,
115,900,-1.519,0.882,2.569,37.90833,,
115,1000,-0.765,2.089,3.697,37.90833,,
115,1100,-0.76,2.208,5.294,37.90833,,
115,1200,-0.789,2.607,5.429,37.90833,,
115,1300,-0.675,2.543,5.293,37.90833,,
115,1400,-0.96,2.073,4.69,37.90833,,
115,1500,-1.561,1.335,2.879,37.90833,,
115,1600,-2.079,0.807,2.347,37.90833,,
115,1700,-2.631,-0.73,1.077,37.90833,,
115,1800,-3.433,-3.613,-0.529,37.90833,,
115,1900,-5.017,-3.332,-2.062,37.90833,,
115,2000,-8.17,-4.266,-3.13,37.90833,,
115,2100,-11.54,-6.339,-3.997,37.90833,,
115,2200,-11.6,-8.15,-6.137,37.90833,,
115,2300,-11.07,-9.15,-8.01,37.90833,,
115,2400,-13.78,-10.56,-8.95,37.90833,,
116,100,-16.42,-11.36,-10.49,37.90833,,
116,200,-18.38,-13.1,-11.09,37.90833,,
116,300,-19.22,-14.03,-12.7,37.90833,,
116,400,-19.76,-14.5,-13.43,37.90833,,
116,500,-20.86,-15.24,-14.1,37.90833,,
116,600,-21.48,-15.44,-14.43,37.90833,,
116,700,-17.89,-14.56,-3.939,37.90833,,
116,800,-11.46,-6.648,-3.614,37.90833,,
116,900,-6.979,-5.92,-1.631,37.90833,,
116,1000,-4.186,-4.198,-1.322,37.90833,,
116,1100,-2.631,-2.402,2.431,37.90833,,
116,1200,-2.057,-1.204,1.685,37.90833,,
116,1300,-1.991,-0.939,0.743,37.90833,,
116,1400,-2.257,-1,0.878,37.90833,,
116,1500,-2.571,-0.665,1.819,37.90833,,
116,1600,-3.279,-1.403,0.879,37.90833,,
116,1700,-4.515,-1.197,0.278,37.90833,,
116,1800,-7.25,-2.666,-0.591,37.90833,,
116,1900,-9.07,-3.797,-2.532,37.90833,,
116,2000,-10.44,-6.208,-3.321,37.90833,,
116,2100,-11.58,-6.875,-5.199,37.90833,,
116,2200,-10.61,-6.802,-5.12,37.90833,,
116,2300,-12.25,-7.87,-6.061,37.90833,,
116,2400,-13.43,-8.21,-7.2,37.90833,,
117,100,-13.68,-8,-7.53,37.90833,,
117,200,-14.24,-8.47,-6.924,37.90833,,
117,300,-14.12,-7.87,-5.176,37.90833,,
117,400,-13.4,-6.723,-4.571,37.90833,,
117,500,-14.1,-7.27,-5.109,37.90833,,
117,600,-14.02,-7.6,-5.584,37.90833,,
117,700,-11.34,-7.2,-3.098,37.90833,,
117,800,-7.54,-5.465,-3.708,37.90833,,
117,900,-4.842,-4.068,-2.786,37.90833,,
117,1000,-2.456,-3.938,-0.382,37.90833,,
117,1100,-1.929,-3.274,-0.456,37.90833,,
117,1200,-1.718,-3.215,-0.389,37.90833,,
117,1300,-2.117,-3.215,-0.726,37.90833,,
117,1400,-2.166,-2.672,-0.994,37.90833,,
117,1500,-2.845,-2.672,-0.658,37.90833,,
117,1600,-3.603,-2.941,-0.857,37.90833,,
117,1700,-4.665,-3.203,-1.122,37.90833,,
117,1800,-7.9,-5.28,-2.532,37.90833,,
117,1900,-9.99,-6.611,-5.143,37.90833,,
117,2000,-11.71,-7.34,-6.408,37.90833,,
117,2100,-12.52,-7.87,-6.729,37.90833,,
117,2200,-13.62,-8.74,-7.13,37.90833,,
117,2300,-13.6,-8.27,-6.924,37.90833,,
117,2400,-13.19,-7.73,-7.06,37.90833,,
118,100,-13.35,-8.13,-7.33,37.90833,,
118,200,-13.29,-8.47,-7.8,37.90833,,
118,300,-13.52,-8.94,-7.8,37.90833,,
118,400,-15.32,-10.02,-8.47,37.90833,,
118,500,-16.17,-10.62,-9.34,37.90833,,
118,600,-17.39,-11.28,-9.67,37.90833,,
118,700,-14.03,-11.02,-4.364,37.90833,,
118,800,-8.22,-5.174,-3.04,37.90833,,
118,900,-4.413,-3.38,-0.643,37.90833,,
118,1000,-2.28,-1.456,-0.186,37.90833,,
118,1100,-1.191,-0.86,2.155,37.90833,,
118,1200,-0.873,0.538,2.685,37.90833,,
118,1300,-0.809,0.94,3.287,37.90833,,
118,1400,-0.809,2.144,4.692,37.90833,,
118,1500,-1.42,2.141,4.623,37.90833,,
118,1600,-1.898,2.342,4.221,37.90833,,
118,1700,-2.783,2.143,4.154,37.90833,,
118,1800,-5.323,-2.681,5.031,37.90833,,
118,1900,-8.3,-4.141,-2.546,37.90833,,
118,2000,-10.05,-5.735,-3.87,37.90833,,
118,2100,-11.03,-6.063,-4.995,37.90833,,
118,2200,-12.16,-7.06,-5.188,37.90833,,
118,2300,-13.26,-7.26,-6.056,37.90833,,
118,2400,-13.85,-7.87,-6.521,37.90833,,
119,100,-14.7,-7.8,-6.991,37.90833,,
119,200,-15.25,-8.26,-6.852,37.90833,,
119,300,-14.21,-7.73,-6.246,37.90833,,
119,400,-14.91,-7.33,-6.383,37.90833,,
119,500,-15.88,-8.47,-6.992,37.90833,,
119,600,-15.56,-7.26,-5.711,37.90833,,
119,700,-10.85,-7.19,2.41,37.90833,,
119,800,-6.172,1.718,3.989,37.90833,,
119,900,-2.395,3.447,6.112,37.90833,,
119,1000,-1.18,4.351,6.44,37.90833,,
119,1100,-0.82,4.812,7.36,37.90833,,
119,1200,-0.628,5.95,8.5,37.90833,,
119,1300,-0.756,6.151,8.36,37.90833,,
119,1400,-0.62,6.889,8.83,37.90833,,
119,1500,-0.681,6.621,10.04,37.90833,,
119,1600,-0.878,7.43,9.64,37.90833,,
119,1700,-1.232,7.16,9.44,37.90833,,
119,1800,-2.475,1.93,8.5,37.90833,,
119,1900,-3.659,1.213,2.939,37.90833,,
119,2000,-5.396,-0.989,1.683,37.90833,,
119,2100,-6.236,-1.255,-0.646,37.90833,,
119,2200,-6.96,-1.78,-0.84,37.90833,,
119,2300,-7.71,-2.249,-1.041,37.90833,,
119,2400,-8.25,-2.513,-1.237,37.90833,,
120,100,-8.6,-2.849,-1.371,37.90833,,
120,200,-9.1,-3.117,-0.967,37.90833,,
120,300,-9.09,-2.781,-1.505,37.90833,,
120,400,-9.13,-3.117,-0.564,37.90833,,
120,500,-9.89,-3.252,-2.041,37.90833,,
120,600,-9.29,-3.112,-0.559,37.90833,,
120,700,-6.983,-1.3,2.123,37.90833,,
120,800,-4.568,1.244,5.062,37.90833,,
120,900,-0.759,4.856,9.4,37.90833,,
120,1000,-0.705,5.69,8.18,37.90833,,
120,1100,-0.563,7.03,9.91,37.90833,,
120,1200,-0.677,7.62,9.37,37.90833,,
120,1300,-0.687,7.28,9.84,37.90833,,
120,1400,-0.755,7.16,10.38,37.90833,,
120,1500,-0.64,7.22,8.23,37.90833,,
120,1600,-0.869,6.956,7.96,37.90833,,
120,1700,-1.079,6.361,7.3,37.90833,,
120,1800,-1.365,5.697,6.566,37.90833,,
120,1900,-2.4,3.622,5.898,37.90833,,
120,2000,-3.794,1.751,4.227,37.90833,,
120,2100,-4.125,1.759,2.765,37.90833,,
120,2200,-5.035,1.43,3.042,37.90833,,
120,2300,-5.792,2.572,4.922,37.90833,,
120,2400,-6.568,2.034,4.318,37.90833,,
121,100,-6.123,2.839,3.847,37.90833,,
121,200,-6.536,1.96,3.372,37.90833,,
121,300,-7.33,1.295,2.565,37.90833,,
121,400,-8.78,0.087,1.632,37.90833,,
121,500,-10.03,-0.847,0.763,37.90833,,
121,600,-10.42,-1.243,0.504,37.90833,,
121,700,-6.2,0.571,3.521,37.90833,,
121,800,-1.953,3.382,6.198,37.90833,,
121,900,-0.908,4.897,6.638,37.90833,,
121,1000,-0.862,4.48,6.697,37.90833,,
121,1100,-0.598,4.881,7.56,37.90833,,
121,1200,-0.59,5.548,7.29,37.90833,,
121,1300,-0.607,5.548,8.3,37.90833,,
121,1400,-0.854,5.145,7.16,37.90833,,
121,1500,-0.778,5.349,6.956,37.90833,,
121,1600,-1.203,5.353,7.03,37.90833,,
121,1700,-1.64,4.355,6.096,37.90833,,
121,1800,-1.827,2.683,4.422,37.90833,,
121,1900,-2.113,2.62,3.161,37.90833,,
121,2000,-2.952,2.423,3.161,37.90833,,
121,2100,-3.27,1.49,2.625,37.90833,,
121,2200,-4.022,-0.658,1.557,37.90833,,
121,2300,-5.15,-1.726,-0.251,37.90833,,
121,2400,-5.115,-4.205,-1.591,37.90833,,
122,100,-5.086,-5.608,-4.07,37.90833,,
122,200,-5.576,-5.939,-5.473,37.90833,,
122,300,-6.382,-7.01,-5.737,37.90833,,
122,400,-7.82,-8.28,-6.74,37.90833,,
122,500,-9.09,-10.3,-8.08,37.90833,,
122,600,-10.85,-11.57,-10.23,37.90833,,
122,700,-11.44,-11.83,-10.82,37.90833,,
122,800,-10.8,-11.43,-9.21,37.90833,,
122,900,-8.65,-10.42,-7.66,37.90833,,
122,1000,-7.83,-10.16,-7.01,37.90833,,
122,1100,-5.465,-8.56,-6.274,37.90833,,
122,1200,-6.622,-9.51,-4.936,37.90833,,
122,1300,-6.113,-10.18,-5.542,37.90833,,
122,1400,-7.45,-10.11,-5.945,37.90833,,
122,1500,-8.43,-10.11,-6.482,37.90833,,
122,1600,-9.36,-10.51,-8.09,37.90833,,
122,1700,-9.46,-10.16,-8.15,37.90833,,
122,1800,-9.86,-10.3,-9.69,37.90833,,
122,1900,-10.36,-10.69,-9.69,37.90833,,
122,2000,-10.24,-10.49,-10.22,37.90833,,
122,2100,-10.55,-10.76,-10.29,37.90833,,
122,2200,-10.52,-10.69,-10.29,37.90833,,
122,2300,-10.64,-10.76,-10.42,37.90833,,
122,2400,-10.8,-10.89,-10.49,37.90833,,
123,100,-10.95,-10.82,-10.49,37.90833,15.583,1.0219
123,200,-12.82,-10.95,-10.49,37.90833,15.583,1.0219
123,300,-11.46,-11.09,-10.62,37.90833,15.583,1.0219
123,400,-10.8,-10.95,-10.68,37.90833,15.583,1.0219
123,500,-10.8,-10.95,-10.62,37.90833,15.583,1.0219
123,600,-10.91,-10.95,-10.55,37.90833,15.583,1.0219
123,700,-10.54,-10.75,-10.02,37.90833,15.583,1.0219
123,800,-10.12,-10.15,-9.28,37.90833,15.583,1.0219
123,900,-9.86,-10.08,-8.47,37.90833,15.583,1.0219
123,1000,-8.55,-9.35,-5.658,37.90833,15.583,1.0219
123,1100,-7.16,-7.67,-5.462,37.90833,15.583,1.0219
123,1200,-6.226,-7.15,-4.192,37.90833,15.583,1.0219
123,1300,-5.677,-7.29,-4.065,37.90833,15.583,1.0219
123,1400,-5.354,-6.622,-2.458,37.90833,15.583,1.0219
123,1500,-5.305,-5.146,-2.995,37.90833,15.583,1.0219
123,1600,-5.684,-5.283,-2.796,37.90833,15.583,1.0219
123,1700,-7.3,-5.011,-4.138,37.90833,15.583,1.0219
123,1800,-8.88,-6.281,-4.271,37.90833,15.583,1.0219
123,1900,-11.56,-7.55,-6.012,37.90833,15.583,1.0219
123,2000,-12.77,-8.15,-7.21,37.90833,15.583,1.0219
123,2100,-14.3,-9.35,-7.54,37.90833,15.583,1.0219
123,2200,-19.86,-11.36,-9.28,37.90833,15.583,1.0219
123,2300,-21.71,-11.76,-11.02,37.90833,15.583,1.0219
123,2400,-23.07,-12.23,-11.29,37.90833,15.583,1.0219
124,100,-23.98,-12.43,-11.96,37.90833,,
124,200,-22.56,-12.16,-11.01,37.90833,,
124,300,-23.14,-12.29,-10,37.90833,,
124,400,-21.04,-11.35,-8.99,37.90833,,
124,500,-22.99,-11.08,-10.01,37.90833,,
124,600,-21.69,-10.54,-7.32,37.90833,,
124,700,-15.56,-7.32,-3.492,37.90833,,
124,800,-9.01,-3.964,-0.359,37.90833,,
124,900,-4.934,-1.437,1.581,37.90833,,
124,1000,-1.985,0.416,3.98,37.90833,,
124,1100,-1.22,1.749,4.162,37.90833,,
124,1200,-0.833,3.483,6.637,37.90833,,
124,1300,-1.064,3.147,5.965,37.90833,,
124,1400,-1.197,2.744,4.758,37.90833,,
124,1500,-1.294,2.744,5.563,37.90833,,
124,1600,-1.373,3.348,5.898,37.90833,,
124,1700,-1.781,2.141,5.898,37.90833,,
124,1800,-2.199,1.683,2.416,37.90833,,
124,1900,-3.701,-1.13,1.818,37.90833,,
124,2000,-6.695,-2.667,-1.063,37.90833,,
124,2100,-7.59,-2.996,-0.639,37.90833,,
124,2200,-9.33,-3.392,-0.705,37.90833,,
124,2300,-11.37,-3.861,-1.237,37.90833,,
124,2400,-11.91,-3.921,-1.908,37.90833,,
125,100,-13.66,-5.463,-3.786,37.90833,,
125,200,-14.5,-5.995,-5.127,37.90833,,
125,300,-15.06,-6.465,-5.524,37.90833,,
125,400,-13.96,-6.258,-5.586,37.90833,,
125,500,-13.05,-5.924,-5.048,37.90833,,
125,600,-12.78,-5.991,-4.445,37.90833,,
125,700,-10.68,-4.58,2.272,37.90833,,
125,800,-6.451,0.587,3.792,37.90833,,
125,900,-2.273,2.848,6.118,37.90833,,
125,1000,-0.633,4.9,8.99,37.90833,,
125,1100,-0.555,6.283,8.97,37.90833,,
125,1200,-0.671,6.077,7.75,37.90833,,
125,1300,-0.589,5.476,7.63,37.90833,,
125,1400,-0.475,6.084,8.63,37.90833,,
125,1500,-0.574,6.285,8.23,37.90833,,
125,1600,-0.67,6.554,8.3,37.90833,,
125,1700,-0.97,6.42,8.16,37.90833,,
125,1800,-1.904,4.486,6.956,37.90833,,
125,1900,-2.642,2.415,5.092,37.90833,,
125,2000,-4.04,0.076,2.415,37.90833,,
125,2100,-5.606,-1.256,0.75,37.90833,,
125,2200,-7.6,-1.714,-0.849,37.90833,,
125,2300,-8.71,-1.848,-1.243,37.90833,,
125,2400,-9.41,-1.976,-1.509,37.90833,,
126,100,-9.87,-1.975,-1.505,37.90833,,
126,200,-10.02,-2.042,0.309,37.90833,,
126,300,-10.59,-2.244,-1.035,37.90833,,
126,400,-10.79,-2.311,-0.9,37.90833,,
126,500,-10.98,-2.647,-1.572,37.90833,,
126,600,-10.84,-2.311,0.443,37.90833,,
126,700,-7.2,0.443,5.601,37.90833,,
126,800,-2.459,5.531,8.06,37.90833,,
126,900,-0.657,7.58,10.38,37.90833,,
126,1000,-0.755,8.42,11.17,37.90833,,
126,1100,-0.709,9.15,11.23,37.90833,,
126,1200,-0.737,9.82,12.1,37.90833,,
126,1300,-0.742,8.95,12.04,37.90833,,
126,1400,-0.769,9.56,11.57,37.90833,,
126,1500,-0.712,9.35,11.7,37.90833,,
126,1600,-0.802,9.69,12.17,37.90833,,
126,1700,-0.854,7.95,10.16,37.90833,,
126,1800,-0.802,6.621,8.15,37.90833,,
126,1900,-1.196,3.817,6.554,37.90833,,
126,2000,-1.077,3.287,4.833,37.90833,,
126,2100,-1.925,2.759,5.374,37.90833,,
126,2200,-4.312,1.49,2.96,37.90833,,
126,2300,-6.252,0.019,1.557,37.90833,,
126,2400,-6.476,-0.309,0.96,37.90833,,
127,100,-6.57,-0.846,0.698,37.90833,,
127,200,-8.36,-1.383,-0.304,37.90833,,
127,300,-9.03,-1.579,-0.77,37.90833,,
127,400,-9.4,-1.774,-0.299,37.90833,,
127,500,-9.89,-2.177,-1.438,37.90833,,
127,600,-9.3,-2.244,2.392,37.90833,,
127,700,-4.702,2.459,5.736,37.90833,,
127,800,-1.004,5.597,8.8,37.90833,,
127,900,-0.688,7.25,11.99,37.90833,,
127,1000,-0.607,7.56,11.71,37.90833,,
127,1100,-0.66,7.75,10.9,37.90833,,
127,1200,-0.598,7.68,10.43,37.90833,,
127,1300,-0.606,7.22,10.44,37.90833,,
127,1400,-0.563,7.29,10.44,37.90833,,
127,1500,-0.546,6.017,8.43,37.90833,,
127,1600,-0.566,4.677,6.755,37.90833,,
127,1700,-0.57,3.08,5.427,37.90833,,
127,1800,-0.704,2.013,3.281,37.90833,,
127,1900,-1.353,-0.262,2.283,37.90833,,
127,2000,-3.618,-0.929,-0.128,37.90833,,
127,2100,-4.225,-1.384,-0.249,37.90833,,
127,2200,-6.06,-2.589,-1.317,37.90833,,
127,2300,-6.8,-2.519,-1.977,37.90833,,
127,2400,-7.89,-2.916,-2.311,37.90833,,
128,100,-8.64,-3.115,-2.513,37.90833,,
128,200,-9.42,-3.514,-2.977,37.90833,,
128,300,-9.88,-3.649,-2.977,37.90833,,
128,400,-10.05,-3.514,-2.708,37.90833,,
128,500,-9.79,-3.649,-2.574,37.90833,,
128,600,-9.51,-3.649,-0.558,37.90833,,
128,700,-5.219,-0.558,5.948,37.90833,,
128,800,-1.136,3.384,5.406,37.90833,,
128,900,-0.394,4.103,8.05,37.90833,,
128,1000,-0.431,3.141,8.1,37.90833,,
128,1100,-0.455,5.279,8.3,37.90833,,
128,1200,-0.315,6.084,9.63,37.90833,,
128,1300,-0.494,7.82,11.57,37.90833,,
128,1400,-0.507,6.673,9.02,37.90833,,
128,1500,-0.486,6.151,9.7,37.90833,,
128,1600,-0.338,2.462,8.98,37.90833,,
128,1700,-0.47,2.603,6.699,37.90833,,
128,1800,-1.103,2.811,4.889,37.90833,,
128,1900,-1.619,3.622,4.966,37.90833,,
128,2000,-1.95,1.551,4.638,37.90833,,
128,2100,-1.943,-0.591,2.626,37.90833,,
128,2200,-1.552,-0.725,0.219,37.90833,,
128,2300,-1.037,-0.651,-0.114,37.90833,,
128,2400,-1.261,-0.853,-0.383,37.90833,,
129,100,-2.721,-0.786,-0.45,37.90833,,
129,200,-3.161,-0.717,-0.313,37.90833,,
129,300,-5.818,-0.515,0.698,37.90833,,
129,400,-4.093,0.157,0.833,37.90833,,
129,500,-3.793,-0.981,0.493,37.90833,,
129,600,-2.624,-1.921,-0.309,37.90833,,
129,700,-2.387,-1.384,0.295,37.90833,,
129,800,-1.867,-0.716,1.101,37.90833,,
129,900,-1.254,-0.853,2.505,37.90833,,
129,1000,-2.071,-2.538,0.756,37.90833,,
129,1100,-2.987,-2.469,-1.323,37.90833,,
129,1200,-2.213,-1.927,2.035,37.90833,,
129,1300,-0.896,0.076,4.452,37.90833,,
129,1400,-1.784,-1.805,1.551,37.90833,,
129,1500,-1.26,-1.335,3.302,37.90833,,
129,1600,-1.559,-0.262,2.966,37.90833,,
129,1700,-3.119,0.278,1.557,37.90833,,
129,1800,-5.334,0.013,1.49,37.90833,,
129,1900,-9.15,-2.464,0.284,37.90833,,
129,2000,-11.39,-3.533,-1.793,37.90833,,
129,2100,-11.31,-4.399,-3.259,37.90833,,
129,2200,-14.53,-5.2,-3.723,37.90833,,
129,2300,-12.08,-5.2,-4.321,37.90833,,
129,2400,-11.9,-4.724,-2.574,37.90833,,
130,100,-13.79,-5.06,-2.574,37.90833,,
130,200,-13.77,-4.791,-1.364,37.90833,,
130,300,-9.82,-3.044,-0.894,37.90833,,
130,400,-8.11,-2.714,-1.301,37.90833,,
130,500,-5.941,-2.177,0.242,37.90833,,
130,600,-7.81,-1.175,0.974,37.90833,,
130,700,-5.58,0.84,3.448,37.90833,,
130,800,-2.663,2.642,4.98,37.90833,,
130,900,-1.303,3.425,5.377,37.90833,,
130,1000,-0.695,4.021,6.704,37.90833,,
