D,H,Tsnow,Tmin,Tmax,Lat,Dec,e2
353,1600,-9.82,-8.15,-5.664,37.90833,,
353,1700,-8.46,-8.22,-7.61,37.90833,,
353,1800,-8.62,-8.08,-7.54,37.90833,,
353,1900,-9.1,-8.74,-7.81,37.90833,,
353,2000,-10.12,-8.95,-8.41,37.90833,,
353,2100,-12.69,-9.75,-8.74,37.90833,,
353,2200,-23.27,-12.23,-9.68,37.90833,,
353,2300,-24.65,-12.97,-11.82,37.90833,,
353,2400,-21.92,-12.22,-8.92,37.90833,,
354,100,-20.43,-10.67,-8.45,37.90833,,
354,200,-20.87,-10.54,-8.59,37.90833,,
354,300,-20.42,-10.21,-8.12,37.90833,,
354,400,-19.14,-8.66,-6.375,37.90833,,
354,500,-19.96,-9.07,-7.92,37.90833,,
354,600,-17.2,-8.33,-7.12,37.90833,,
354,700,-15.36,-7.59,-4.969,37.90833,,
354,800,-16.31,-7.33,-5.983,37.90833,,
354,900,-15.67,-6.387,-2.29,37.90833,,
354,1000,-12.21,-3.516,0.26,37.90833,,
354,1100,-8.31,-4.123,0.644,37.90833,,
354,1200,-6.694,-1.517,0.904,37.90833,,
354,1300,-4.965,-1.121,0.222,37.90833,,
354,1400,-5.206,-1.726,0.49,37.90833,,
354,1500,-6.163,-3.13,-0.181,37.90833,,
354,1600,-6.484,-3.328,-2.391,37.90833,,
354,1700,-7.02,-4.533,-3.191,37.90833,,
354,1800,-9.73,-6.204,-4.396,37.90833,,
354,1900,-9.42,-6.402,-6.001,37.90833,,
354,2000,-11.15,-7,-6.264,37.90833,,
354,2100,-12.8,-7.67,-6.868,37.90833,,
354,2200,-14.86,-9.41,-7.6,37.90833,,
354,2300,-15.9,-9.95,-8.54,37.90833,,
354,2400,-12.6,-8.74,-7.12,37.90833,,
355,100,-10.46,-7.8,-7.12,37.90833,,
355,200,-10.04,-7.8,-6.861,37.90833,,
355,300,-10.11,-7.6,-6.66,37.90833,,
355,400,-8.86,-8.14,-7.4,37.90833,,
355,500,-9.16,-8.27,-7.74,37.90833,,
355,600,-9.5,-8.61,-7.53,37.90833,,
355,700,-9.27,-8.54,-7.4,37.90833,,
355,800,-9.4,-8.61,-8.07,37.90833,,
355,900,-9.87,-8.88,-8.14,37.90833,,
355,1000,-9.75,-8.88,-6.728,37.90833,,
355,1100,-10.93,-11.03,-6.862,37.90833,,
355,1200,-11.18,-11.7,-10.69,37.90833,,
355,1300,-11.29,-11.63,-10.69,37.90833,,
355,1400,-11.49,-12.3,-11.36,37.90833,,
355,1500,-12.36,-13.04,-12.1,37.90833,,
355,1600,-13.27,-14.05,-12.1,37.90833,,
355,1700,-14.96,-14.98,-13.84,37.90833,,
355,1800,-15.19,-15.18,-14.85,37.90833,,
355,1900,-15.5,-15.71,-15.04,37.90833,,
355,2000,-16.14,-16.05,-15.45,37.90833,,
355,2100,-16.52,-16.32,-15.85,37.90833,,
355,2200,-16.51,-16.45,-16.11,37.90833,,
355,2300,-17.41,-16.85,-16.32,37.90833,,
355,2400,-17.86,-17.25,-16.65,37.90833,,
356,100,-18.59,-17.66,-17.12,37.90833,-23.5,0.96759
356,200,-18.87,-17.99,-17.52,37.90833,-23.5,0.96759
356,300,-18.77,-17.99,-17.73,37.90833,-23.5,0.96759
356,400,-20.56,-18.53,-17.79,37.90833,-23.5,0.96759
356,500,-19.61,-18.6,-18.19,37.90833,-23.5,0.96759
356,600,-22.11,-19.67,-18.39,37.90833,-23.5,0.96759
356,700,-20.98,-19.81,-18.93,37.90833,-23.5,0.96759
356,800,-21.03,-19.33,-18.86,37.90833,-23.5,0.96759
356,900,-26.21,-19.13,-14.82,37.90833,-23.5,0.96759
356,1000,-21.38,-14.96,-11.53,37.90833,-23.5,0.96759
356,1100,-19.16,-13.97,-11.22,37.90833,-23.5,0.96759
356,1200,-19.14,-14.72,-11.89,37.90833,-23.5,0.96759
356,1300,-16.98,-14.45,-9.95,37.90833,-23.5,0.96759
356,1400,-16.92,-12.65,-9.09,37.90833,-23.5,0.96759
356,1500,-20.55,-12.79,-9.29,37.90833,-23.5,0.96759
356,1600,-26.52,-15.33,-12.72,37.90833,-23.5,0.96759
356,1700,-28.06,-16.46,-14.99,37.90833,-23.5,0.96759
356,1800,-29.5,-16.79,-16.25,37.90833,-23.5,0.96759
356,1900,-28.49,-16.65,-15.98,37.90833,-23.5,0.96759
356,2000,-27.97,-16.45,-15.5,37.90833,-23.5,0.96759
356,2100,-27.12,-16.51,-14.9,37.90833,-23.5,0.96759
356,2200,-27.52,-16.45,-14.63,37.90833,-23.5,0.96759
356,2300,-19.75,-14.7,-10.66,37.90833,-23.5,0.96759
356,2400,-20.24,-13.15,-11.14,37.90833,-23.5,0.96759
357,100,-20.47,-11.88,-10,37.90833,,
357,200,-15.58,-11.41,-8.59,37.90833,,
357,300,-12.57,-9.74,-8.8,37.90833,,
357,400,-13.19,-10.28,-9.07,37.90833,,
357,500,-12.84,-11.96,-9.74,37.90833,,
357,600,-13.25,-12.77,-11.89,37.90833,,
357,700,-13.5,-12.97,-12.56,37.90833,,
357,800,-12.81,-12.9,-11.89,37.90833,,
357,900,-12.19,-12.02,-8.59,37.90833,,
357,1000,-10.42,-10.28,-6.779,37.90833,,
357,1100,-10.81,-10.89,-9.88,37.90833,,
357,1200,-11.07,-11.36,-9.68,37.90833,,
357,1300,-11.35,-11.83,-10.96,37.90833,,
357,1400,-11.06,-11.76,-10.82,37.90833,,
357,1500,-11.66,-12.17,-11.63,37.90833,,
357,1600,-12.47,-12.43,-11.63,37.90833,,
357,1700,-18.76,-13.91,-12.1,37.90833,,
357,1800,-25.9,-16.26,-13.91,37.90833,,
357,1900,-28.97,-17.2,-15.91,37.90833,,
357,2000,-23.96,-15.91,-14.23,37.90833,,
357,2100,-24.19,-15.3,-14.36,37.90833,,
357,2200,-25.3,-15.44,-14.23,37.90833,,
357,2300,-22.75,-14.7,-14.23,37.90833,,
357,2400,-22.34,-14.56,-14.03,37.90833,,
358,100,-20.85,-14.36,-13.83,37.90833,,
358,200,-22.33,-14.1,-13.16,37.90833,,
358,300,-23.28,-13.63,-12.01,37.90833,,
358,400,-23.56,-13.43,-12.22,37.90833,,
358,500,-25.08,-13.76,-12.28,37.90833,,
358,600,-24.7,-13.7,-12.82,37.90833,,
358,700,-22.52,-13.02,-10.33,37.90833,,
358,800,-20.63,-10.6,-7.85,37.90833,,
358,900,-17.83,-8.05,-4.157,37.90833,,
358,1000,-12.92,-5.034,0.198,37.90833,,
358,1100,-7.13,-1.171,0.909,37.90833,,
358,1200,-7.65,-0.37,7.54,37.90833,,
358,1300,-4.59,0.276,3.842,37.90833,,
358,1400,-4.903,0.141,3.43,37.90833,,
358,1500,-8.93,-1.336,2.088,37.90833,,
358,1600,-11.82,-2.803,-0.329,37.90833,,
358,1700,-14.17,-4.47,-2.735,37.90833,,
358,1800,-14.12,-4.669,-2.111,37.90833,,
358,1900,-10.87,-3.856,-1.438,37.90833,,
358,2000,-5.789,-2.11,-1.303,37.90833,,
358,2100,-5.439,-3.19,-1.778,37.90833,,
358,2200,-5.608,-4.131,-3.056,37.90833,,
358,2300,-5.423,-4.73,-3.255,37.90833,,
358,2400,-5.366,-5.066,-4.528,37.90833,,
359,100,-5.695,-5.867,-4.864,37.90833,,
359,200,-6.52,-8.15,-5.665,37.90833,,
359,300,-10.23,-10.9,-8.28,37.90833,,
359,400,-11.33,-11.83,-10.83,37.90833,,
359,500,-13.63,-13.04,-11.77,37.90833,,
359,600,-13.85,-13.97,-12.9,37.90833,,
359,700,-14.09,-14.71,-13.77,37.90833,,
359,800,-15.14,-15.31,-14.58,37.90833,,
359,900,-16.11,-15.85,-15.18,37.90833,,
359,1000,-16.06,-16.25,-15.45,37.90833,,
359,1100,-15.66,-15.85,-14.84,37.90833,,
359,1200,-15.13,-15.11,-13.83,37.90833,,
359,1300,-14.25,-15.05,-13.83,37.90833,,
359,1400,-14.64,-15.32,-13.57,37.90833,,
359,1500,-14.73,-15.39,-13.3,37.90833,,
359,1600,-19.01,-16.26,-15.25,37.90833,,
359,1700,-21.26,-17.19,-16.19,37.90833,,
359,1800,-18.24,-17.46,-16.92,37.90833,,
359,1900,-20.14,-17.66,-17.26,37.90833,,
359,2000,-22.31,-18.26,-17.39,37.90833,,
359,2100,-21.82,-18.47,-17.86,37.90833,,
359,2200,-25.76,-21.36,-17.99,37.90833,,
359,2300,-33.98,-21.69,-20.48,37.90833,,
359,2400,-34.31,-20.74,-19.93,37.90833,,
360,100,-34.96,-20.88,-20,37.90833,,
360,200,-34.94,-20.54,-19.19,37.90833,,
360,300,-35.43,-20.54,-19.19,37.90833,,
360,400,-33.75,-20.13,-18.92,37.90833,,
360,500,-33.98,-20.13,-18.72,37.90833,,
360,600,-26.97,-18.65,-15.56,37.90833,,
360,700,-30.12,-17.99,-17.04,37.90833,,
360,800,-31.97,-19,-16.84,37.90833,,
360,900,-26.04,-16.91,-13.21,37.90833,,
360,1000,-16.74,-13.14,-9.85,37.90833,,
360,1100,-15.79,-10.33,-5.909,37.90833,,
360,1200,-13.73,-9.48,-6.448,37.90833,,
360,1300,-11.5,-9.69,-6.868,37.90833,,
360,1400,-11.01,-8.89,-6.062,37.90833,,
360,1500,-11.23,-10.36,-8.82,37.90833,,
360,1600,-12.17,-11.23,-10.23,37.90833,,
360,1700,-13.35,-12.57,-11.03,37.90833,,
360,1800,-17.94,-13.57,-12.44,37.90833,,
360,1900,-18.5,-13.97,-13.3,37.90833,,
360,2000,-15.91,-13.84,-13.36,37.90833,,
360,2100,-15.86,-14.64,-13.63,37.90833,,
360,2200,-23.76,-16.72,-14.5,37.90833,,
360,2300,-20.5,-16.93,-15.58,37.90833,,
360,2400,-18.52,-16.04,-15.64,37.90833,,
361,100,-17.4,-16.11,-15.71,37.90833,,
361,200,-18.1,-17.39,-15.78,37.90833,,
361,300,-18.06,-17.46,-17.12,37.90833,,
361,400,-17.47,-17.39,-17.05,37.90833,,
361,500,-18.38,-17.79,-17.05,37.90833,,
361,600,-19.45,-19.34,-17.73,37.90833,,
361,700,-21.95,-19.81,-19.21,37.90833,,
361,800,-22.27,-19.87,-19.6,37.90833,,
361,900,-20.62,-19.8,-19.2,37.90833,,
361,1000,-19.33,-19.4,-17.99,37.90833,,
361,1100,-17.67,-19,-17.46,37.90833,,
361,1200,-17.27,-18.73,-17.26,37.90833,,
361,1300,-16.88,-19.01,-17.19,37.90833,,
361,1400,-17.71,-19.55,-17.6,37.90833,,
361,1500,-18.89,-19.41,-18.2,37.90833,,
361,1600,-19.43,-19.95,-18.67,37.90833,,
361,1700,-22.03,-20.82,-19.61,37.90833,,
361,1800,-22.4,-21.02,-20.62,37.90833,,
361,1900,-23.93,-21.35,-20.81,37.90833,,
361,2000,-25.35,-21.89,-21.15,37.90833,,
361,2100,-24.95,-21.75,-21.41,37.90833,,
361,2200,-26.24,-22.9,-21.55,37.90833,,
361,2300,-28.35,-24.78,-22.63,37.90833,,
361,2400,-31.38,-25.85,-23.37,37.90833,,
362,100,-37.39,-26.73,-25.79,37.90833,,
362,200,-38.85,-26.73,-25.98,37.90833,,
362,300,-39.37,-26.46,-25.71,37.90833,,
362,400,-38.24,-26.12,-25.11,37.90833,,
362,500,-38.15,-26.19,-24.64,37.90833,,
362,600,-38.58,-26.12,-25.18,37.90833,,
362,700,-38.6,-25.38,-23.22,37.90833,,
362,800,-35.29,-23.42,-20.05,37.90833,,
362,900,-35.35,-23.16,-16.49,37.90833,,
362,1000,-25.85,-17.64,-13.74,37.90833,,
362,1100,-20.8,-16.38,-12.4,37.90833,,
362,1200,-18.73,-16.32,-13.5,37.90833,,
362,1300,-15.88,-14.91,-13.23,37.90833,,
362,1400,-16.34,-15.25,-13.03,37.90833,,
362,1500,-17.06,-14.92,-12.97,37.90833,,
362,1600,-15.97,-14.58,-13.91,37.90833,,
362,1700,-16.56,-17.2,-13.77,37.90833,,
362,1800,-17,-16.19,-15.18,37.90833,,
362,1900,-20,-16.99,-15.71,37.90833,,
362,2000,-19.72,-17.86,-15.98,37.90833,,
362,2100,-20.72,-18.8,-17.93,37.90833,,
362,2200,-20.37,-18.47,-16.65,37.90833,,
362,2300,-21.38,-17.99,-16.99,37.90833,,
362,2400,-21.37,-18.06,-17.52,37.90833,,
363,100,-22.88,-18.53,-17.72,37.90833,,
363,200,-22.37,-18.6,-17.86,37.90833,,
363,300,-23.71,-18.86,-18.12,37.90833,,
363,400,-26.98,-19.94,-18.39,37.90833,,
363,500,-31.4,-20.95,-18.66,37.90833,,
363,600,-33.16,-22.09,-20.75,37.90833,,
363,700,-28.06,-21.35,-19.73,37.90833,,
363,800,-25.49,-19.87,-17.24,37.90833,,
363,900,-23.49,-17.71,-16.17,37.90833,,
363,1000,-19.34,-16.24,-14.16,37.90833,,
363,1100,-16.22,-14.91,-12.68,37.90833,,
363,1200,-15.46,-14.78,-13.17,37.90833,,
363,1300,-15.03,-14.78,-13.03,37.90833,,
363,1400,-15.97,-14.85,-13.77,37.90833,,
363,1500,-15.77,-14.85,-13.97,37.90833,,
363,1600,-15.98,-14.84,-14.31,37.90833,,
363,1700,-18.13,-15.18,-14.44,37.90833,,
363,1800,-17.91,-15.24,-14.77,37.90833,,
363,1900,-16.66,-14.91,-14.03,37.90833,,
363,2000,-15.19,-14.3,-13.63,37.90833,,
363,2100,-14.61,-14.17,-13.7,37.90833,,
363,2200,-14.46,-14.23,-13.63,37.90833,,
363,2300,-14.15,-14.03,-13.36,37.90833,,
363,2400,-13.61,-13.49,-12.96,37.90833,,
364,100,-13.21,-13.3,-12.76,37.90833,,
364,200,-13.1,-13.03,-12.69,37.90833,,
364,300,-13.83,-12.96,-12.42,37.90833,,
364,400,-13.95,-12.9,-12.22,37.90833,,
364,500,-14.58,-13.1,-12.42,37.90833,,
364,600,-15.22,-13.03,-12.42,37.90833,,
364,700,-17.27,-13.1,-12.62,37.90833,,
364,800,-17.21,-13.36,-12.63,37.90833,,
364,900,-16.69,-13.3,-9.19,37.90833,,
364,1000,-11.66,-10.68,-9.47,37.90833,,
364,1100,-10.69,-10.14,-8.13,37.90833,,
364,1200,-9.56,-8.94,-7.26,37.90833,,
364,1300,-8.68,-7.54,-5.719,37.90833,,
364,1400,-8.51,-7.75,-6.196,37.90833,,
364,1500,-9.02,-8.28,-6.941,37.90833,,
364,1600,-9.54,-8.95,-7.94,37.90833,,
364,1700,-9.75,-9.08,-8.68,37.90833,,
364,1800,-9.9,-9.15,-8.74,37.90833,,
364,1900,-9.84,-9.21,-8.87,37.90833,,
364,2000,-9.78,-9.28,-8.74,37.90833,,
364,2100,-9.75,-9.55,-9.08,37.90833,,
364,2200,-9.87,-9.95,-9.21,37.90833,,
364,2300,-10.67,-12.3,-9.75,37.90833,,
364,2400,-13.9,-15.39,-12.37,37.90833,,
365,100,-15.61,-16.66,-15.25,37.90833,,
365,200,-16.59,-17.26,-16.46,37.90833,,
365,300,-16.99,-17.53,-17.13,37.90833,,
365,400,-17.2,-17.66,-17.32,37.90833,,
365,500,-17.13,-17.66,-16.92,37.90833,,
365,600,-17.83,-18.53,-17.46,37.90833,,
365,700,-18.34,-18.73,-18.13,37.90833,,
365,800,-18.83,-19.34,-18.53,37.90833,,
365,900,-19.63,-19.34,-18.6,37.90833,,
365,1000,-18.94,-19,-17.52,37.90833,,
365,1100,-18.2,-18.53,-16.38,37.90833,,
365,1200,-17.93,-17.99,-15.98,37.90833,,
365,1300,-17.72,-17.39,-15.84,37.90833,,
365,1400,-17.6,-17.93,-16.66,37.90833,,
365,1500,-17.81,-18.61,-17.33,37.90833,,
365,1600,-18.28,-18.8,-17.8,37.90833,,
365,1700,-19.37,-19.54,-18.53,37.90833,,
365,1800,-21.31,-19.88,-19.34,37.90833,,
365,1900,-29.52,-22.36,-19.67,37.90833,,
365,2000,-33.1,-23.3,-22.09,37.90833,,
365,2100,-36.27,-24.11,-23.17,37.90833,,
365,2200,-35.97,-24.44,-22.69,37.90833,,
365,2300,-37.61,-24.71,-24.3,37.90833,,
365,2400,-37.72,-25.11,-23.76,37.90833,,
1,100,-37.46,-24.77,-23.49,37.90833,,
1,200,-38.15,-24.64,-23.29,37.90833,,
1,300,-36.65,-23.36,-22.15,37.90833,,
1,400,-35.42,-22.82,-21.27,37.90833,,
1,500,-34.22,-21.34,-19.32,37.90833,,
1,600,-33.42,-19.79,-18.52,37.90833,,
1,700,-32.29,-18.86,-17.98,37.90833,,
1,800,-31.51,-18.32,-15.49,37.90833,,
1,900,-29.59,-15.83,-9.3,37.90833,,
1,1000,-22.28,-9.3,-4.413,37.90833,,
1,1100,-17.15,-6.234,-1.005,37.90833,,
1,1200,-15.3,-6.266,-2.846,37.90833,,
1,1300,-12.34,-6.42,-2.187,37.90833,,
1,1400,-12.74,-6.487,-1.523,37.90833,,
1,1500,-15.96,-7.7,-2.531,37.90833,,
1,1600,-20.43,-9.1,-7.57,37.90833,,
1,1700,-21.36,-10.03,-8.43,37.90833,,
1,1800,-22.13,-10.49,-9.42,37.90833,,
1,1900,-23.13,-11.09,-8.86,37.90833,,
1,2000,-23.17,-10.14,-8.93,37.90833,,
1,2100,-23.8,-10.54,-9.27,37.90833,,
1,2200,-24.1,-10.81,-9.54,37.90833,,
1,2300,-23.11,-10.88,-9.67,37.90833,,
1,2400,-22.56,-10.48,-9.87,37.90833,,
2,100,-21.43,-10.07,-6.577,37.90833,,
2,200,-21.84,-9.94,-6.375,37.90833,,
2,300,-21.09,-9.67,-6.577,37.90833,,
2,400,-20.29,-9.74,-5.776,37.90833,,
2,500,-20.28,-9.34,-6.179,37.90833,,
2,600,-20.23,-9.41,-5.776,37.90833,,
2,700,-20.63,-9.27,-6.583,37.90833,,
2,800,-20.21,-9.27,-8.26,37.90833,,
2,900,-20.25,-8.47,-4.7,37.90833,,
2,1000,-14.63,-4.767,-0.277,37.90833,,
2,1100,-13.48,-3.985,2.728,37.90833,,
2,1200,-5.965,0.845,5.933,37.90833,,
2,1300,-6.865,1.149,4.587,37.90833,,
2,1400,-7.39,1.349,3.029,37.90833,,
2,1500,-8.7,0.751,1.889,37.90833,,
2,1600,-10.81,-0.521,0.953,37.90833,,
2,1700,-14.67,-3.466,-0.184,37.90833,,
2,1800,-18.05,-5.067,-3.399,37.90833,,
2,1900,-18.73,-6.402,-3.718,37.90833,,
2,2000,-19.54,-6.667,-5.049,37.90833,,
2,2100,-16.69,-7.33,-4.242,37.90833,,
2,2200,-16.22,-6.661,-5.182,37.90833,,
2,2300,-14.8,-6.594,-3.771,37.90833,,
2,2400,-16.25,-6.528,-3.771,37.90833,,
3,100,-18.55,-7.6,-4.578,37.90833,,
3,200,-19.56,-7.67,-5.451,37.90833,,
3,300,-20.8,-8.47,-7.13,37.90833,,
3,400,-20.88,-8.34,-7.06,37.90833,,
3,500,-18.8,-7.8,-6.452,37.90833,,
3,600,-18.5,-7.33,-6.655,37.90833,,
3,700,-19.47,-7.73,-6.924,37.90833,,
3,800,-17.48,-6.992,-5.58,37.90833,,
3,900,-16.89,-5.916,-2.356,37.90833,,
3,1000,-10.66,-2.626,1.797,37.90833,,
3,1100,-6.929,0.242,3.182,37.90833,,
3,1200,-3.611,0.887,5.858,37.90833,,
3,1300,-3.851,0.745,3.972,37.90833,,
3,1400,-3.853,-0.259,1.349,37.90833,,
3,1500,-3.504,-1.732,1.624,37.90833,,
3,1600,-3.888,-1.121,0.221,37.90833,,
3,1700,-5.093,-1.587,-0.651,37.90833,,
3,1800,-6.854,-2.592,-1.385,37.90833,,
3,1900,-8.12,-2.721,-1.717,37.90833,,
3,2000,-7.24,-2.649,-2.183,37.90833,,
3,2100,-6.404,-3.588,-2.379,37.90833,,
3,2200,-6.383,-4.528,-3.453,37.90833,,
3,2300,-6.743,-5.666,-4.259,37.90833,,
3,2400,-6.733,-6,-5.396,37.90833,,
4,100,-6.892,-6.202,-5.732,37.90833,,
4,200,-8.06,-6.667,-5.796,37.90833,,
4,300,-8.34,-6.735,-5.995,37.90833,,
4,400,-7.67,-6.331,-5.86,37.90833,,
4,500,-7.25,-6.331,-5.659,37.90833,,
4,600,-7.78,-6.465,-5.054,37.90833,,
4,700,-6.908,-6.062,-4.852,37.90833,,
4,800,-6.667,-5.797,-5.124,37.90833,,
4,900,-6.855,-6.066,-5.261,37.90833,,
4,1000,-6.595,-5.53,-4.321,37.90833,,
4,1100,-6.146,-4.992,-3.917,37.90833,,
4,1200,-5.479,-4.661,-3.247,37.90833,,
4,1300,-4.686,-4.057,-1.774,37.90833,,
4,1400,-4.799,-2.316,-0.638,37.90833,,
4,1500,-4.982,-4.137,-1.786,37.90833,,
4,1600,-5.344,-4.804,-3.6,37.90833,,
4,1700,-5.749,-5.001,-4.328,37.90833,,
4,1800,-5.78,-4.328,-3.588,37.90833,,
4,1900,-9.14,-4.125,-3.453,37.90833,,
4,2000,-8.97,-3.853,-3.317,37.90833,,
4,2100,-10.84,-4.726,-3.517,37.90833,,
4,2200,-12.66,-4.927,-4.321,37.90833,,
4,2300,-11.04,-4.992,-4.25,37.90833,,
4,2400,-9.82,-4.385,-2.841,37.90833,,
5,100,-5.926,-4.388,-3.178,37.90833,,
5,200,-5.373,-4.589,-4.052,37.90833,,
5,300,-5.366,-4.793,-4.254,37.90833,,
5,400,-5.332,-4.993,-4.524,37.90833,,
5,500,-5.117,-4.925,-4.321,37.90833,,
5,600,-4.808,-4.522,-4.119,37.90833,,
5,700,-4.904,-4.527,-4.187,37.90833,,
5,800,-4.898,-4.527,-4.189,37.90833,,
5,900,-4.721,-4.391,-3.99,37.90833,,
5,1000,-4.614,-4.326,-3.789,37.90833,,
5,1100,-4.282,-3.856,-3.252,37.90833,,
5,1200,-4.387,-4.058,-3.52,37.90833,,
5,1300,-4.42,-4.059,-3.522,37.90833,,
5,1400,-4.298,-3.858,-3.386,37.90833,,
5,1500,-4.308,-3.862,-3.118,37.90833,,
5,1600,-4.585,-4.397,-3.795,37.90833,,
5,1700,-4.867,-4.731,-4.329,37.90833,,
5,1800,-5.027,-4.931,-4.528,37.90833,,
5,1900,-5.204,-5.064,-4.728,37.90833,,
5,2000,-5.449,-5.263,-4.861,37.90833,,
5,2100,-5.706,-5.597,-4.993,37.90833,,
5,2200,-5.901,-5.664,-5.328,37.90833,,
5,2300,-5.771,-5.664,-5.396,37.90833,,
5,2400,-5.903,-6.135,-5.396,37.90833,,
6,100,-5.822,-5.866,-5.463,37.90833,,
6,200,-5.41,-5.799,-4.589,37.90833,,
6,300,-5.064,-5.06,-4.388,37.90833,,
6,400,-5.032,-4.925,-4.253,37.90833,,
6,500,-5.352,-5.464,-4.522,37.90833,,
6,600,-6.096,-5.732,-5.127,37.90833,,
6,700,-6.903,-6.538,-5.463,37.90833,,
6,800,-6.972,-6.87,-6.068,37.90833,,
6,900,-7.63,-7.14,-6.129,37.90833,,
6,1000,-8,-7,-5.995,37.90833,,
6,1100,-7.6,-7.14,-6.465,37.90833,,
6,1200,-7.81,-7.67,-6.532,37.90833,,
6,1300,-8.14,-7.81,-6.398,37.90833,,
6,1400,-8.46,-8.15,-6.599,37.90833,,
6,1500,-8.85,-8.15,-7.47,37.90833,,
6,1600,-9.13,-8.55,-7.41,37.90833,,
6,1700,-9.66,-9.15,-7.94,37.90833,,
6,1800,-9.82,-9.15,-8.54,37.90833,,
6,1900,-9.98,-9.55,-8.48,37.90833,,
6,2000,-9.74,-9.41,-8.81,37.90833,,
6,2100,-9.5,-9.55,-8.4,37.90833,,
6,2200,-9.89,-9.82,-9.48,37.90833,,
6,2300,-10,-9.88,-9.34,37.90833,,
6,2400,-9.92,-10.02,-9.55,37.90833,,
7,100,-10.36,-10.22,-9.55,37.90833,,
7,200,-10.42,-10.29,-9.61,37.90833,,
7,300,-10.39,-10.22,-9.88,37.90833,,
7,400,-10.93,-10.75,-10.01,37.90833,,
7,500,-11.32,-11.15,-10.42,37.90833,,
7,600,-11.63,-11.56,-10.95,37.90833,,
7,700,-12.63,-11.69,-11.36,37.90833,,
7,800,-13.32,-12.09,-11.55,37.90833,,
7,900,-12.16,-11.76,-9.13,37.90833,,
7,1000,-11.22,-10.48,-9.4,37.90833,,
7,1100,-10.39,-10.15,-9.21,37.90833,,
7,1200,-9.75,-9.48,-7.87,37.90833,,
7,1300,-9.47,-9.62,-7.93,37.90833,,
7,1400,-10.06,-10.29,-9.49,37.90833,,
7,1500,-10.19,-10.69,-9.55,37.90833,,
7,1600,-10.92,-11.37,-10.63,37.90833,,
7,1700,-11.78,-12.44,-11.09,37.90833,,
7,1800,-12.35,-12.57,-12.16,37.90833,,
7,1900,-12.42,-12.5,-12.09,37.90833,,
7,2000,-12.97,-12.83,-12.29,37.90833,,
7,2100,-13.91,-14.11,-12.63,37.90833,,
7,2200,-14.61,-14.31,-13.91,37.90833,,
7,2300,-14.89,-14.98,-14.1,37.90833,,
7,2400,-15.79,-15.38,-14.77,37.90833,,
8,100,-15.92,-15.58,-15.18,37.90833,,
8,200,-16.97,-15.98,-15.51,37.90833,,
8,300,-22.98,-17.93,-15.65,37.90833,,
8,400,-29.9,-19.14,-17.66,37.90833,,
8,500,-32.26,-19.67,-18.86,37.90833,,
8,600,-32.23,-19.8,-18.59,37.90833,,
8,700,-32.16,-19.6,-18.46,37.90833,,
8,800,-32.35,-19.87,-18.92,37.90833,,
8,900,-26.87,-19.12,-8.69,37.90833,,
8,1000,-18.2,-8.76,-0.908,37.90833,,
8,1100,-14.44,-8.88,-0.852,37.90833,,
8,1200,-13.29,-10.1,-0.091,37.90833,,
8,1300,-9.56,-3.263,-1.247,37.90833,,
8,1400,-9.54,-2.861,0.9,37.90833,,
8,1500,-9.71,-3.538,-0.848,37.90833,,
8,1600,-13.83,-7.09,-3.136,37.90833,,
8,1700,-12.66,-7.15,-5.264,37.90833,,
8,1800,-10.52,-8.55,-5.127,37.90833,,
8,1900,-10.48,-10.56,-8.68,37.90833,,
8,2000,-8.77,-10.09,-7.47,37.90833,,
8,2100,-8.59,-8.41,-7.67,37.90833,,
8,2200,-8.66,-8.74,-8.27,37.90833,,
8,2300,-8.87,-9.08,-7.94,37.90833,,
8,2400,-9.24,-9.08,-8.47,37.90833,,
9,100,-8.92,-8.94,-8.07,37.90833,,
9,200,-8.6,-8.87,-7.73,37.90833,,
9,300,-7.59,-8.2,-6.052,37.90833,,
9,400,-7.82,-7.47,-6.795,37.90833,,
9,500,-8.04,-7.74,-6.997,37.90833,,
9,600,-8.02,-8.14,-6.931,37.90833,,
9,700,-8.81,-8.88,-7.74,37.90833,,
9,800,-9.33,-9.22,-8.48,37.90833,,
9,900,-10.18,-9.62,-8.34,37.90833,,
9,1000,-10.27,-9.55,-8.87,37.90833,,
9,1100,-10.22,-10.08,-8.34,37.90833,,
9,1200,-9.95,-9.35,-7.73,37.90833,,
9,1300,-10.11,-10.09,-8.61,37.90833,,
9,1400,-10.28,-10.22,-8.68,37.90833,,
9,1500,-10.83,-10.96,-9.75,37.90833,,
9,1600,-11.37,-11.56,-10.69,37.90833,,
9,1700,-11.55,-11.9,-11.36,37.90833,,
9,1800,-12.05,-12.5,-11.69,37.90833,,
9,1900,-12.4,-12.63,-12.29,37.90833,,
9,2000,-12.62,-12.76,-12.36,37.90833,,
9,2100,-12.61,-12.83,-11.76,37.90833,,
9,2200,-12.78,-12.9,-12.49,37.90833,,
9,2300,-13.19,-13.37,-12.76,37.90833,,
9,2400,-13.42,-13.7,-13.16,37.90833,,
10,100,-13.84,-14.17,-13.36,37.90833,-21.967,0.96938
10,200,-15.46,-14.91,-13.97,37.90833,-21.967,0.96938
10,300,-18.58,-17.06,-14.84,37.90833,-21.967,0.96938
10,400,-18.84,-17.26,-15.65,37.90833,-21.967,0.96938
10,500,-25.7,-19,-17.19,37.90833,-21.967,0.96938
